Date,Biochemical Oxygen Demand,Conductivity,Temperature,Turbidity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Total Coliform,WQI,Quality
01-01-2020,3.456702518,270.8874486,14.1,15.60073479,5.887685308,4836.32512,7205.099297,0.083023162,7.835577669,4.8,11385.07295,66.63884856003303,Poor
02-01-2020,3.4,260.5345014,17.4,12.62779671,5.704182494,4300.0,7000.0,0.051669674,7.805770614,4.9,11092.2984,71.79068265461875,Poor
03-01-2020,3.474446252,274.3736012,14.6,16.7760738,5.947532254,5006.52476,7269.701649,0.091395173,7.847169341,23.5,11512.01591,64.97100624139522,Poor
04-01-2020,3.563459448,289.7683784,15.7,21.38778725,6.218269502,5797.696359,7582.644729,0.135622392,7.893196089,1.9,11978.44615,63.74576346785202,Poor
05-01-2020,3.4,260.4461593,14.5,12.85330228,5.7,4300.0,7000.0,0.048255544,7.807754535,0.1,11130.62408,71.92570219145473,Poor
06-01-2020,3.4,261.0320923,12.2,13.12116537,5.709092187,4300.0,7000.0,0.048780691,7.810330173,1.1,11163.40269,71.67769881843132,Poor
07-01-2020,3.57413325,292.4802768,13.8,22.4719657,6.26292967,5918.476163,7624.777678,0.140004364,7.903728926,0.0,12104.83912,63.81535300522238,Poor
08-01-2020,3.49484505,279.3366883,14.1,18.71331304,6.02978909,5230.77592,7349.053607,0.100003338,7.866026923,0.0,11735.69247,63.566259152663406,Poor
09-01-2020,3.4,260.0,14.5,12.84510257,5.7,4300.0,7000.0,0.03877728,7.807223151,6.6,11155.95025,71.92219138361386,Poor
10-01-2020,3.476440143,276.932509,13.6,18.23761341,5.984780777,5090.495688,7288.492188,0.090029734,7.861020437,1.5,11702.63828,63.97679386101192,Poor
11-01-2020,3.4,260.5925187,11.1,13.55596854,5.7,4300.0,7000.0,0.040412723,7.814070048,3.6,11242.26666,71.96742823619712,Poor
12-01-2020,3.4,261.3494046,10.8,13.90845398,5.706950015,4300.0,7000.0,0.041009937,7.817454885,0.3,11285.66168,71.78721151157423,Poor
13-01-2020,3.453253278,274.2106838,12.1,17.82665389,5.932402461,4922.954073,7213.829243,0.077138085,7.85649083,0.2,11685.97935,65.47359791493601,Poor
14-01-2020,3.4,260.0,13.0,12.0,5.7,4300.0,7000.0,0.0,7.8,19.6,11000.0,71.87446865359857,Poor
15-01-2020,3.4,260.0,14.9,12.0,5.7,4300.0,7000.0,0.0,7.8,19.1,11000.0,71.87446865359857,Poor
16-01-2020,3.4,263.2334135,15.7,15.03764024,5.733781822,4324.650535,7000.0,0.039338363,7.828126757,1.0,11434.65248,71.07562222798707,Poor
17-01-2020,3.4,260.0,15.8,13.22626703,5.7,4300.0,7000.0,0.017675355,7.809843277,29.0,11263.3914,71.93950232806236,Poor
18-01-2020,3.473887444,280.0979967,16.1,20.31808964,6.02781911,5175.733686,7298.709726,0.084922988,7.880585953,0.0,11982.78749,63.662449396779124,Poor
19-01-2020,3.4,260.3503221,14.1,14.6781133,5.7,4300.0,7000.0,0.024732401,7.824004889,0.5,11429.33824,72.03306686603997,Poor
20-01-2020,3.4,260.0,14.2,12.64290654,5.7,4300.0,7000.0,0.000470402,7.803465825,0.0,11236.69737,71.8973670577376,Poor
21-01-2020,3.598206518,302.8614995,13.1,27.53352688,6.423723659,6318.491857,7742.495476,0.145348727,7.952179391,8.9,12736.96741,64.13650360330588,Poor
22-01-2020,3.432307638,275.2344334,13.6,19.59177771,5.934136083,4875.808967,7164.912818,0.061786602,7.872563677,4.1,11954.32539,65.52925795001092,Poor
23-01-2020,3.464972127,281.3791884,14.7,21.58804188,6.040464645,5180.963918,7282.387343,0.077489083,7.892322572,11.9,12165.80617,63.739992217056525,Poor
24-01-2020,3.4,260.0,11.9,14.67061008,5.7,4300.0,7000.0,0.003940341,7.822939043,0.0,11486.2353,72.02602491428014,Poor
25-01-2020,3.410716368,273.3867314,12.2,19.63043486,5.895035707,4740.347578,7099.042228,0.049051196,7.872322676,11.9,11994.70443,66.6673691241468,Poor
26-01-2020,3.479846141,285.777658,13.1,23.47884087,6.111423128,5367.805548,7344.395715,0.082936226,7.910586783,37.1,12392.34233,63.86066226957176,Poor
27-01-2020,3.4,265.6058096,12.6,17.75485198,5.753118768,4309.326438,7000.0,0.020987031,7.853121666,11.9,11833.0476,70.67712530185332,Poor
28-01-2020,3.513779982,292.8699038,16.4,25.9874409,6.231865395,5706.024573,7470.206217,0.098494735,7.93521712,6.1,12669.71362,64.02339276251548,Poor
29-01-2020,3.420001158,277.6117392,18.3,21.71824974,5.960166042,4901.244446,7145.621023,0.050877185,7.892289635,0.0,12256.50063,64.90086060676722,Poor
30-01-2020,3.45483345,284.232188,17.3,23.88864679,6.074507413,5228.682698,7271.253077,0.067549525,7.913752962,1.0,12487.54139,63.88158093866744,Poor
