Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Temperature,Turbidity,Nitrate,pH,Rainfall,Total Coliform,WQI,Quality
01-01-2020,1.122566749,212.550113,9.565833841,48.66035118,5.152166748,25.45334774,7.333199807,0.345133497,7.820183816,0.3,119.0266994,34.67544752555321,Good
02-01-2020,1.118970656,209.0382602,9.52903051,48.02147847,5.076032883,25.11058648,7.359307144,0.337941311,7.806220645,0.3,117.5882622,34.58188382696932,Good
03-01-2020,1.122480801,212.6323293,9.563292726,48.661697,5.142039601,25.47838576,7.271130023,0.344961602,7.820680845,0.7,118.9923204,34.67870003777114,Good
04-01-2020,1.126439595,216.6747057,9.602044839,49.38263815,5.21703635,25.89098166,6.835682288,0.35287919,7.836933934,0.7,120.5758379,34.787525175963715,Good
05-01-2020,1.117237596,207.5559233,9.509192683,47.73459999,5.028835543,24.98742507,7.268432432,0.334475192,7.800542021,10.2,116.8950383,34.543734208949694,Good
06-01-2020,1.116823548,207.2247017,9.50422395,47.66835404,5.016413298,24.96258551,7.662275533,0.333647097,7.79929996,10.2,116.7294193,34.53537716106172,Good
07-01-2020,1.125478244,215.9618077,9.589946795,49.23444026,5.185386667,25.84453718,7.131279327,0.350956487,7.834330795,1.5,120.1912974,34.76997619307003,Good
08-01-2020,1.121009498,211.5750328,9.544439624,48.43826309,5.091913192,25.4140568,7.041277539,0.342018995,7.816865667,1.5,118.403799,34.65295741666059,Good
09-01-2020,1.114417416,205.0644584,9.477703736,47.25983912,4.9559962,24.77115008,7.24526123,0.328834832,7.790904876,0.0,115.7669664,34.479034893050596,Good
10-01-2020,1.119072492,209.800554,9.523444308,48.10585479,5.04504677,25.25286155,7.216863329,0.338144985,7.809930277,0.0,117.628997,34.60643014723457,Good
11-01-2020,1.113640068,204.4486369,9.468314996,47.13606915,4.932372933,24.72572056,7.376833302,0.327280137,7.788603116,0.0,115.4560273,34.46354413699021,Good
12-01-2020,1.113228652,204.1171919,9.463401123,47.07001136,4.920146051,24.70057318,6.870718404,0.326457304,7.787357308,0.0,115.2914608,34.45516329170006,Good
13-01-2020,1.116370054,207.3380058,9.494021031,47.64340494,4.97900352,25.03059572,7.252685774,0.332740109,7.800319975,0.0,116.5480218,34.54195108012096,Good
14-01-2020,1.1051997,196.2464796,9.3815292,45.64062394,4.751655006,23.92932594,7.208728453,0.3103994,7.756032698,0.0,112.0798799,34.24527895630815,Good
15-01-2020,1.105750402,196.875404,9.386254006,45.74757259,4.758757962,24.00004057,7.046570353,0.311500805,7.758626618,0.0,112.3001609,34.262617409452496,Good
16-01-2020,1.111175593,202.3781867,9.439729988,46.73186609,4.863382159,24.55807806,7.127218679,0.322351185,7.780715341,0.0,114.4702371,34.410532357921,Good
17-01-2020,1.108538177,199.8177105,9.412586436,46.26482522,4.806786868,24.3097244,7.249984803,0.317076354,7.770550376,0.0,113.4152708,34.342412371614564,Good
18-01-2020,1.114792249,206.1480465,9.474364514,47.39818457,4.928055103,24.9503844,7.203303568,0.329584498,7.795947984,0.0,115.9168996,34.51249083978236,Good
19-01-2020,1.108303062,199.7344255,9.408716984,46.2376875,4.794493062,24.3165789,6.78512343,0.316606124,7.770369065,0.0,113.3212248,34.341128801039616,Good
20-01-2020,1.105407436,196.9136452,9.379012271,45.72395942,4.73283827,24.04198543,7.162789824,0.310814872,7.75916079,0.0,112.1629745,34.266021677081056,Good
21-01-2020,1.119426684,211.006996,9.518463721,48.25483433,5.009518084,25.4587308,6.970999888,0.338853368,7.815608296,0.0,117.7706736,34.644073374918015,Good
22-01-2020,1.110602867,202.2565175,9.429492171,46.67388114,4.829374834,24.59101678,6.983844771,0.321205735,7.78067972,0.0,114.2411469,34.41008833949695,Good
