Date,Biochemical Oxygen Demand,Conductivity,Temperature,Turbidity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Total Coliform,WQI,Quality
01-01-2020,1.51399096,254.9408943,15.2,32.47178019,5.650247078,25360.03435,526.822568,0.031378539,7.359339181,0.0,34256.17695,42.43104674954457,Good
02-01-2020,1.4,245.8663777,15.4,15.40893246,5.405576659,14000.0,40.0,0.00081239,7.3,0.0,28139.41646,48.87920545070319,Good
03-01-2020,1.549698955,258.1427401,16.4,38.19091253,5.730043005,28916.13214,681.268846,0.041389784,7.378075277,0.0,36251.07512,40.22893121873255,Good
04-01-2020,1.727848602,271.7966951,14.5,63.53429185,6.091026003,46722.87985,1400.358883,0.086533201,7.467643122,2.4,45275.65007,32.951952420121934,Good
05-01-2020,1.4,245.999392,13.8,15.22525855,5.4,14000.0,40.0,0.000146582,7.3,5.1,28000.0,49.041754718356025,Good
06-01-2020,1.4,246.5965277,13.3,16.17582584,5.412122917,14000.0,40.0,0.001715701,7.3,0.0,28303.07291,48.68839417037091,Good
07-01-2020,1.749617497,274.429931,14.1,67.95745594,6.150572893,48871.68321,1509.622515,0.094046778,7.480212738,4.1,46764.32233,33.03499877908134,Good
08-01-2020,1.591198564,262.922496,15.5,46.29293622,5.839718787,33019.29206,884.2400633,0.055216259,7.401633141,9.9,38992.96967,37.187730329908426,Good
09-01-2020,1.4,245.0739768,16.1,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
10-01-2020,1.554728965,260.9952832,14.2,42.29798957,5.779707703,29349.65127,756.2795807,0.047771576,7.384759195,0.0,37492.69258,38.82545744225024,Good
11-01-2020,1.4,246.6818599,12.8,15.36620879,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
12-01-2020,1.4,247.4586446,10.6,16.59313337,5.409266687,14000.0,40.0,0.001528712,7.3,0.0,28231.66717,48.771647977847415,Good
13-01-2020,1.508927977,258.9204729,9.8,37.75585605,5.709869949,24731.36964,603.2400759,0.039137314,7.364149672,0.0,35746.74871,40.72493312890767,Good
14-01-2020,1.4,245.0,11.9,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
15-01-2020,1.4,245.0,14.1,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
16-01-2020,1.4,249.6034044,17.8,19.60892746,5.445042429,14000.0,58.50523422,0.006141587,7.3,0.0,29126.06073,47.72885144647671,Good
17-01-2020,1.4,245.0,19.8,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
18-01-2020,1.551313448,264.7525868,17.1,47.33727865,5.837092147,28895.44083,831.6179118,0.055226278,7.389810961,1.0,38927.30368,37.186183900313345,Good
19-01-2020,1.4,247.4692332,14.7,14.78617421,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
20-01-2020,1.4,245.0,13.8,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
21-01-2020,1.800716507,285.2744796,13.0,84.75114091,6.364964878,53784.75268,1869.515454,0.121337855,7.517572134,0.0,52124.12196,33.28182905700891,Good
22-01-2020,1.469189048,261.0518878,13.7,39.21983329,5.712181443,20613.98662,557.6415328,0.039784976,7.352889613,0.0,35804.53608,40.583163135757474,Good
23-01-2020,1.534795862,266.6322607,15.3,49.31192356,5.85395286,27156.14561,834.7015139,0.057552709,7.386804366,0.0,39348.8215,36.67486107391485,Good
24-01-2020,1.4,245.4605911,13.9,14.6,5.4,14000.0,40.0,0.0,7.3,0.0,28000.0,49.041754718356025,Good
25-01-2020,1.42686229,259.9098611,14.4,36.08821246,5.660047609,16324.25878,433.4056394,0.033410877,7.335149359,0.0,34501.19023,41.9370318450776,Good
26-01-2020,1.565421772,271.0141721,13.7,56.4658335,5.948564171,30160.2112,1003.440238,0.069525436,7.405628847,0.0,41714.10427,34.04148852738711,Good
27-01-2020,1.4,253.3907263,15.1,23.2099061,5.470825025,14000.0,40.79561024,0.009859231,7.3,0.0,29770.62562,46.97733658820958,Good
28-01-2020,1.633910812,277.6265757,17.4,68.08303343,6.10915386,36967.69129,1310.121259,0.089702707,7.442358799,0.0,45728.8465,32.7849010985936,Good
29-01-2020,1.446674402,264.3467834,18.6,42.9187757,5.746888056,18222.63447,578.0941149,0.044473021,7.350025543,0.0,36672.2014,39.55260707075711,Good
30-01-2020,1.516667136,270.3755943,16.2,53.78916763,5.899343217,25200.0312,875.3476078,0.063584608,7.386334509,0.0,40483.58043,35.348712041779,Good
31-01-2020,1.463038692,267.1490033,14.8,47.37484677,5.804815006,19814.85583,678.4753318,0.051824409,7.360860148,0.0,38120.37515,37.93572719900896,Good
01-02-2020,1.962377682,305.4109204,15.6,118.3978946,6.816476873,69725.97608,2693.826503,0.178339089,7.625970652,0.0,63411.92181,33.99998011003425,Good
02-02-2020,1.597930001,278.9045475,15.2,68.51240587,6.100816761,33257.98828,1254.379372,0.088939625,7.445778538,0.0,45520.41903,32.807495016541566,Good
03-02-2020,1.4,264.7492745,14.2,41.67469599,5.714354354,14000.0,473.1757119,0.040690958,7.347861975,0.0,35858.85884,40.467062686900334,Good
04-02-2020,1.783038974,294.4882722,15.5,96.76547319,6.498243534,51721.15073,2032.525743,0.138737308,7.542509818,0.0,55456.08836,33.44659016483276,Good
05-02-2020,1.4,265.3993765,16.3,42.03682282,5.713229304,14000.0,453.9219668,0.040671782,7.344908711,0.0,35830.73261,40.466313575651576,Good
06-02-2020,1.678833153,288.4332277,15.3,84.59673404,6.317998165,41251.15412,1654.739925,0.116330174,7.494730678,0.0,50949.95412,33.13091754514319,Good
07-02-2020,1.4,257.5193036,15.8,26.44702814,5.484005662,14000.0,40.0,0.012144408,7.3,0.0,30100.14156,46.59314546381985,Good
08-02-2020,1.4,268.6310072,16.3,46.73818902,5.770545397,14000.0,541.971903,0.048026167,7.355060524,4.1,37263.63492,38.89630513561174,Good
09-02-2020,1.705361162,293.1710341,15.2,92.08871502,6.415025475,43826.81245,1821.79463,0.128651444,7.514744661,0.0,53375.63689,33.26314818897714,Good
10-02-2020,1.823615758,302.9838138,16.1,109.9416769,6.666633626,55625.78258,2315.739641,0.160168686,7.576189782,0.0,59665.84066,33.670197913745774,Good
11-02-2020,1.720270104,296.1899203,15.9,96.78895058,6.475254808,45264.35319,1923.579598,0.136313494,7.526867556,0.5,54881.3702,33.343243101168355,Good
12-02-2020,1.673078291,293.6206269,16.4,91.51571876,6.396392663,40517.94127,1756.324575,0.126523803,7.505654333,0.0,52909.81658,33.20308918302606,Good
13-02-2020,1.646333177,292.5976103,17.7,89.12258629,6.358628307,37815.84061,1671.139626,0.121872231,7.494695836,0.0,51965.70768,33.13068734708154,Good
14-02-2020,1.42132689,276.717489,19.4,58.99005069,5.924541336,15287.27218,793.1868039,0.067681209,7.384637412,0.0,41113.5334,34.60302103194151,Good
15-02-2020,1.583668115,289.9006195,18.1,83.10292267,6.265344405,31493.11296,1464.894316,0.110352297,7.468282681,0.0,49633.61011,32.95617793077315,Good
16-02-2020,1.646240027,295.6129413,18.1,93.26443603,6.406799082,37721.68863,1737.788234,0.12810567,7.502072496,0.0,53169.97704,33.179424297699725,Good
17-02-2020,1.960645027,320.2243322,19.9,138.6985116,7.052105337,69133.24777,3018.271464,0.208841304,7.661807316,0.0,69302.63342,34.24214712368529,Good
18-02-2020,1.828915799,311.3869383,18.8,121.6893054,6.805323652,55931.0675,2514.467972,0.178066737,7.598502732,0.5,63133.09129,33.8206793261556,Good
19-02-2020,1.418671178,281.6718632,19.0,65.70302959,6.001686753,14877.0399,896.8462451,0.077686039,7.395967404,37.1,43042.16883,32.47839718934149,Good
20-02-2020,1.847295294,314.8826046,20.6,127.1730333,6.875957908,57709.58674,2634.935883,0.187044595,7.61289263,0.5,64898.94771,33.91702578223906,Good
21-02-2020,1.71677024,306.1675041,22.4,110.3763761,6.632096258,44626.92613,2136.658266,0.156637277,7.550268682,0.0,58802.40644,33.50009944534722,Good
22-02-2020,1.669816045,303.7302457,21.1,105.2934245,6.555536768,39901.07001,1972.886453,0.147143432,7.529454793,0.0,56888.41919,33.36169587265904,Good
23-02-2020,1.939051624,325.0169266,21.8,144.4903848,7.111512125,66793.91878,3074.088975,0.216717125,7.666759631,0.0,70787.80313,34.276612828366,Good
24-02-2020,2.034530951,333.2812708,22.4,159.3743678,7.320125093,76310.87898,3480.474542,0.242871177,7.717209386,0.0,76003.12732,35.57919375272657,Good
25-02-2020,2.026297068,333.7761793,17.9,159.7509499,7.321456523,75456.26401,3472.208072,0.243115672,7.715824778,0.0,76036.41308,35.33982376646263,Good
26-02-2020,1.683999385,309.2250283,18.4,113.3705952,6.654799961,41195.02409,2127.879892,0.159862281,7.5474297,0.1,59369.99903,33.482456552855304,Good
